text,label
"43F with DM,  [entity] esrd [entity]  on hd, recent CVA, admitted with presumed sepsis,    resp failure; reintubated x 2 after recurrent resp failure due to    inability to tolerate secretions, absent gag, poor mental status.",Present
"Following cardiac arrest, the patient has persistent [ENTITY]altered mental status[/ENTITY] and is requiring ongoing ventilatory support and sedation.",Present
"Cardiovascular exam: regular rate and rhythm without rub or murmur Respiratory:breath sounds are clear without wheezes or rales GI:positive bowel sounds, soft, obese, non-tender, non-distended, no nausea Extremities:warm and well perfused, bilateral lower extremeties with mild  [entity] erythema [entity] , chronic venous stasis changes with plaques.",Present
"We will manage fluid status carefully to avoid cerebral edema, which might otherwise predispose to a [ENTITY]neurological seizure[/ENTITY].
Note Type: Progress Note
Section: Interval History
Target Entity: neurological seizure
Hypothetical: TRUE
---",Hypothetical
OTHER PAST MEDICAL HISTORY: - Left Breast Cancer s/p Mastectomy in [**2103**] - GERD - Hemorrhoids -  [entity] Pneumonia [entity]  x2 (in [**2097**]'s) - Hiatial Hernia - S/p Hysterectomy - Osteopenia - s/p Tonsillectomy - s/p Adenoidectomy - s/p Appendectomy,Present
"Respiratory distress is likely secondary to CHF exacerbation, with [ENTITY]sepsis[/ENTITY] remaining a low probability given procalcitonin levels under",Absent
As a result she reported than mold grew which is a trigger for her  [entity] asthma [entity] .,Present
"Following discharge, we will educate the patient on recognizing warning signs that could herald recurrent [ENTITY]angina[/ENTITY].",Hypothetical
The patient's chest X-ray showed no evidence of [ENTITY]emphysema[/ENTITY] despite a history of chronic bronchitis and COPD.,Absent
"On examination, there was no evidence of [ENTITY]vertigo[/ENTITY] or nystagmus noted, despite patient complaints of imbalance secondary to lower extremity weakness.",Absent
"Without [ENTITY]high blood pressure[/ENTITY] or other hemodynamic instability, the patient was transitioned to a spontaneous breathing trial with close monitoring.",Absent
"Past Medical History: Hypertension Right rotator cuff tear Compound fracture of left arm/plated as a child Benign colon polyps  [entity] Arthritis [entity]  s/p right rotator cuff repair s/p repair if left arm fracture, plated",Present
(-) [ENTITY]AF[/ENTITY] on Holter monitor for,Absent
"The patient's postoperative course was complicated by pneumonia, but no [ENTITY]PE[/ENTITY] was detected on subsequent imaging studies.",Absent
"PAST MEDICAL HISTORY:   History of inferior myocardial  [entity] infarction [entity]  by electrocardiogram, mild chronic obstructive pulmonary disease, hypertension, hypercholesterolemia, 6 cm infrarenal abdominal aortic aneurysm as noted previously that was picked up incidentally on examination by his cardiologist several months ago, benign prostatic hypertrophy, gout, greater than 75 pack year smoking history but he recently quit in the last six months.",Present
"Despite being on nephrotoxic medications, the patient did not develop [ENTITY]AKI[/ENTITY] and maintained stable renal function throughout the hospital stay.",Absent
The patient was admitted with severe abdominal pain but without any indication of [ENTITY]GI bleeding[/ENTITY] on CT scan or endoscopy.,Absent
"Mechanical ventilation was complicated by the development of [ENTITY]acute kidney injury[/ENTITY], requiring diuretic therapy and fluid restriction.",Present
"Parasthesias-as above Psychiatric: no depression, suicidal ideation Eyes: No blurry vision,  [entity] diplopia [entity] , loss of vision, photophobia.",Absent
"Due to uncontrolled hypertension and irregular rhythm, we are concerned for progression towards [ENTITY]CHF[/ENTITY] in the near future.",Hypothetical
"Respiratory: Lungs clear to auscultation bilaterally; there is no evidence of [ENTITY]respiratory distress[/ENTITY], with SpO",Absent
It was determined to not send the patient home on a calcium channel blocker because of the hypotension and bra [entity] dycardia th [entity] at it caused in him.,Present
"The patient's EKG showed no signs of [ENTITY]acute MI[/ENTITY], and troponin levels were within normal limits at",Absent
The patient is at risk for developing [ENTITY]malaise[/ENTITY] secondary to electrolyte imbalances.,Hypothetical
"Although patient has a productive cough, sputum cultures were negative for bacterial pathogens, essentially excluding a bacterial [ENTITY]respiratory infection[/ENTITY] at this time.",Absent
Patient is at increased risk for [ENTITY]vertigo[/ENTITY] with new antihypertensive regimen; close follow-up is warranted.,Hypothetical
"She has no history of ascites or  [entity] hepatic encephalopathy [entity] , however had a flapping tremor and was somnolent at time of d/c from MICU, which was persistent on the floor.",Absent
Discharge Diagnosis: Coronary artery disease s/p Coronary artery bypass graft x 3 Past medical history:  [entity] diabetes type II [entity]  -diagnosed [**2160**]; controlled on oral agents hyperlipidemia hypertension MI [**2138**] psoriasis,Present
"To manage the risk of [ENTITY]hemorrhage[/ENTITY] associated with the patient's current condition, a multidisciplinary team will be consulted to develop a comprehensive care plan.
Note Type: SOAP Note
Section: Plan
Target Entity: hemorrhage
---",Present
"Patient presents with chest pain, but EKG and cardiac enzymes are unremarkable, and there is no sign of [ENTITY]endocarditis[/ENTITY].",Absent
"The patient underwent a thorough examination, and no evidence of [ENTITY]lung clot[/ENTITY] was found on the CT pulmonary angiogram.",Absent
"The patient's [ENTITY]CVA[/ENTITY] was managed with a multidisciplinary approach including neurology consultation, rehabilitation, and secondary stroke prevention measures.",Present
Indeterminate left  [entity] adrenal mass [entity] .,Present
"Evaluate further for alternative etiologies of altered mental status, as [ENTITY]hyperthermia[/ENTITY] is conspicuously absent, and infection appears less plausible.",Absent
The cardiovascular team managed the patient's [ENTITY]pulmonary embolism[/ENTITY] with a combination of anticoagulation and close hemodynamic monitoring.,Present
"History of Present Illness: 69 y/o male with h/o atrial fibrillation,  [entity] aortic stenosis [entity] , and coronary artery disease who is now having increased symptoms of dyspnea on exertion.",Present
"pos 19l for LOS , received 300cc bolus LR  for low b/p to 75    this am    Action:    PM labs obtained , team aware of pos balance, no lasix at this time    Response:    Await results    Plan:    Continue to monitor renal functions, monitor I and O     [entity] Small bowel obstruction [entity]  (Intestinal obstruction, SBO, including    intussusception, adhesions)    Assessment:    Pt continues with abdomen soft and distended.",Present
"He denies any micropsia/macropsia, tableau visual distortion, strange tastes or smells, or  [entity] epigastric rising sensation [entity] .",Absent
Management of [ENTITY]hemorrhagic stroke[/ENTITY] included careful blood pressure control to prevent further cardiovascular complications.,Present
"Finally, the patient's pathology from the surgery revealed  [entity] pancreatic adenocarcinoma [entity] , a moderately differentiated ductal adenocarcinoma, with a TNM classification of T3 N1 MX.",Present
Discharge Diagnosis: AS/CAD h/o CHF DM  [entity] PVD [entity]  s/p breast lumpectomy d/t CA s/p radiation to R breast carotid stenosis 50-70% bilaterally s/p CABG [**2187**] s/p redo sternotomy/AVR/redo CABG bilateral LE venous stasis bilateral LE cellulitis post op atrial fibrillation post op urinary retention post op gastroparesis/ileus/constipation +heparin antibodies,Present
The patient may experience [ENTITY]gastric upset[/ENTITY] due to the recent gastrointestinal bleed.,Hypothetical
"On exam, incision was clean, dry, and intact, with no evidence of hematoma collection or  [entity] infection [entity] .",Absent
"No(t) [ENTITY]aphasia[/ENTITY] was documented in the patient's medical record at discharge, and the NIHSS score remained at",Absent
"REVIEW OF SYSTEMS: She denies any prior history of stroke, TIA, deep venous thrombosis,  [entity] pulmonary embolism [entity] , bleeding at the time of surgery, myalgias, joint pains, cough, hemoptysis, black stools or red stools.",Absent
"Discharge Diagnosis:  [entity] Coronary artery disease [entity]  s/p coronary artery bypass graft x 4 Past medical history: Hypertension Right rotator cuff tear Compound fracture of left arm/plated as a child Benign colon polyps Arthritis s/p right rotator cuff repair s/p repair if left arm fracture, plated",Present
No signs or symptoms of [ENTITY]sepsis[/ENTITY] were observed in this patient with a history of urinary tract infections and recent catheterization.,Absent
The patient presented with inferior [ENTITY]STEMI[/ENTITY] and was treated with primary PCI and stenting of the RCA lesion.,Present
"Microbiology: none    ECG: NSR, no acute ischemic changes    Assessment and Plan  ALCOHOL ABUSE  SEIZURE, WITHOUT STATUS EPILEPTICUS    Assessment and Plan:    46 y/o M with hx of etoh abuse (per ED reports), coming in intoxicated    and then complaining of abdominal pain, n/v/diarrhea, and  [entity] suicidal    ideation [entity] .",Present
"Post-procedure, the patient denied [ENTITY]any recurrence of ischemic-type chest pain[/ENTITY], with continued monitoring revealing no concerning EKG changes.",Absent
"The patient denies any recent lower extremity edema, weight gain, or shortness of breath indicating [ENTITY]heart failure decompensation[/ENTITY], stating symptoms are stable since discharge.",Absent
"The patient with COPD exacerbation had no [ENTITY]morbilliform rash[/ENTITY] or conjunctivitis, thereby not meeting diagnostic criteria for measles.
Note Type: Admission Note
Section: History of Present Illness
Target Entity: rash
Negation: TRUE
---",Absent
"Ruling out vasculitis as a cause of patient's leg pain, there's **an absence of** [ENTITY]palpable purpura or cutaneous ulcerations[/ENTITY], and pulses are",Absent
"Due to the presence of [ENTITY]pulmonary embolism[/ENTITY], the patient's oxygen saturation has decreased, necessitating increased oxygen therapy.",Present
"Patient is doing well post-operatively, tolerating diet, ambulating without difficulty, and denies any [ENTITY]post-sternotomy cardiac pain[/ENTITY], though does report some incisional discomfort.",Absent
"Patient discharged in stable condition, with ambulation as tolerated, and completely [ENTITY]without any suggestion of a temperature elevation[/ENTITY] since antibiotics were started.",Absent
"Review of Systems: (+) Per HPI (-) Review of Systems: Denies fevers, chest pain, SOB, diarrhea,  [entity] constipation [entity] , dysuria, HA, change in vision or dizziness.",Absent
The left circumflex artery was nondominant vessel with a proximal 90% lesion with moderate  [entity] calcification [entity]  as well.,Present
